@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute outputs-1 {0,1,2}

@data
403,'2018/07/07 12:52:33:135',20,1.866745,1.374268,1.351829,1.046654,1.550898,1.129652,0.719533,0.893719,0.700796,0.440803,0.641237,0.696119,0.353772,0.384843,0.344175,0.360005,2
404,'2018/07/07 12:52:33:405',20,3.75687,1.817104,1.245738,2.485326,1.084463,0.764076,0.722494,0.619208,1.510388,1.962945,0.840959,0.573117,0.376729,0.775398,0.972746,0.701231,2
405,'2018/07/07 12:52:33:648',20,2.606094,2.939477,1.532402,1.410989,1.556585,1.039973,0.849426,1.132062,1.085779,0.590082,0.60194,0.663437,0.385122,0.754619,1.224415,0.515694,2
406,'2018/07/07 12:52:33:891',20,4.550119,0.670394,0.507775,1.013024,0.603765,0.68046,1.356248,1.132424,0.736737,0.725138,1.148576,0.961302,0.771887,0.531203,0.533612,0.681907,2
407,'2018/07/07 12:52:34:158',20,1.554785,0.99701,0.573949,1.197725,1.186106,0.713097,1.016081,0.66949,0.830437,0.520973,0.625412,0.491336,0.458837,0.433959,0.370413,0.196949,2
408,'2018/07/07 12:52:34:413',20,1.305567,0.725694,1.325164,1.464759,1.795605,1.043805,0.913321,0.978881,0.530018,0.557395,0.40805,0.736562,0.291383,0.595682,0.711896,0.699924,2
409,'2018/07/07 12:52:34:669',20,2.429478,0.80227,1.784989,1.260158,0.953569,1.723186,0.71004,1.270236,1.47109,1.185352,0.614987,0.684703,0.457858,0.217633,0.494649,0.300793,2
410,'2018/07/07 12:52:34:936',20,1.473194,2.736461,1.535622,1.88423,1.123474,0.81243,1.336961,1.021031,0.827795,0.567654,0.562212,0.493644,0.91728,0.509632,0.727318,0.872981,2
411,'2018/07/07 12:52:35:203',20,2.584148,1.144154,1.812644,1.557112,1.634709,0.930173,0.947249,1.668343,1.603155,1.05268,1.05187,0.952154,0.553444,0.318666,0.400965,0.727037,2
412,'2018/07/07 12:52:35:473',20,1.094923,0.494396,0.941754,0.616693,0.703616,0.51031,0.435131,0.781432,0.582973,0.628147,0.767283,0.214914,0.456695,0.536752,0.367434,0.663328,2
413,'2018/07/07 12:52:35:737',20,1.115734,0.875984,0.832599,0.478976,0.676577,0.764892,0.365149,0.592706,0.836613,0.869731,0.922275,0.588173,0.762002,0.623842,0.674114,0.527011,2
414,'2018/07/07 12:52:35:992',20,0.764126,0.666636,0.996545,0.678959,1.128131,0.6217,1.061507,0.434974,0.444304,0.306401,0.367161,0.308245,0.442151,0.446399,0.278496,0.51981,2
415,'2018/07/07 12:52:36:235',20,0.605408,0.478831,0.477532,0.594293,0.580323,0.682584,0.403569,0.262617,0.307697,0.351734,0.623944,0.348864,0.40672,0.153993,0.230005,0.240895,2
416,'2018/07/07 12:52:36:492',20,1.369865,0.786099,0.588487,0.561615,0.464404,0.487933,0.551715,0.380036,0.429406,0.249265,0.32323,0.306966,0.335082,0.297061,0.250734,0.286044,2
417,'2018/07/07 12:52:36:759',20,0.959322,0.447953,0.678157,0.62628,0.570314,0.517388,0.479697,0.406782,0.680568,0.336291,0.285531,0.229869,0.70489,0.327902,0.180566,0.355479,2
418,'2018/07/07 12:52:36:991',20,0.474695,0.251846,0.863332,0.339344,0.440749,0.405153,0.297782,0.620919,0.430792,0.352936,0.594566,0.26833,0.223234,0.393631,0.312769,0.322457,2
419,'2018/07/07 12:52:37:269',20,0.838726,0.423532,0.386949,0.485232,0.533857,0.200802,0.640011,0.364647,0.546617,0.49115,0.363366,0.157723,0.408433,0.315233,0.327808,0.180452,2
420,'2018/07/07 12:52:37:501',20,1.369907,1.077325,0.896744,0.712968,1.002362,1.022768,1.213869,0.441119,0.598706,0.727138,0.910517,0.505516,0.369598,0.445092,0.544635,0.372635,2
421,'2018/07/07 12:52:37:722',20,1.663586,1.20542,1.31471,1.587689,1.685501,0.81688,1.496307,0.443903,0.391597,1.13214,0.770477,0.570643,0.610826,0.629363,0.489577,0.437105,2
